CONFORMED-NAME	TICKER	SIC	CIK	YEAR
United Cannabis Corp-16	Unknown	2834	1436161	2016
HOMETOWN INTERNATIONAL, INC.-16	Unknown	5412	1632081	2016
HAHA GENERATION CORP.-16	Unknown	5130	1655008	2016
HAHA GENERATION CORP.-16	Unknown	5130	1655008	2016
TurnKey Capital, Inc.-16	Unknown	8742	1567503	2016
TurnKey Capital, Inc.-16	Unknown	8742	1567503	2016
Brenham Oil & Gas Corp.-16	BRHM	1311	1501720	2016
UNIVERSAL DETECTION TECHNOLOGY-16	UNDT	3823	763950	2016
UNIVERSAL DETECTION TECHNOLOGY-16	UNDT	3823	763950	2016
TREE TOP INDUSTRIES, INC.-16	TTII	1311	356590	2016
TREE TOP INDUSTRIES, INC.-16	TTII	1311	356590	2016
MFRI INC-16	MFRI	3564	914122	2016
MFRI INC-16	MFRI	3564	914122	2016
TREE TOP INDUSTRIES, INC.-16	TTII	1311	356590	2016
TREE TOP INDUSTRIES, INC.-16	TTII	1311	356590	2016
GYMBOREE CORP-16	GYMB	2300	786110	2016
CONTINENTAL RAIL CORP-16	Unknown	4011	1601280	2016
CONTINENTAL RAIL CORP-16	Unknown	4011	1601280	2016
VanEck Merk Gold Trust-16	OUNZ	6221	1546652	2016
VanEck Merk Gold Trust-16	OUNZ	6221	1546652	2016
NAKED BRAND GROUP INC.-16	Unknown	2320	1383097	2016
NAKED BRAND GROUP INC.-16	Unknown	2320	1383097	2016
Pivot Pharmaceuticals Inc.-16	NEUKF	2834	1464165	2016
HARVARD BIOSCIENCE INC-16	HBIO	3826	1123494	2016
HARVARD BIOSCIENCE INC-16	HBIO	3826	1123494	2016
ALLIED RESOURCES INC-16	ALOD	1311	1211524	2016
Perfumania Holdings, Inc.-16	PERF	5900	880460	2016
Perfumania Holdings, Inc.-16	PERF	5900	880460	2016
HELEN OF TROY LTD-16	HELE	3634	916789	2016
READING INTERNATIONAL INC-16	RDI	7830	716634	2016
READING INTERNATIONAL INC-16	RDI	7830	716634	2016
Standard Metals Processing, Inc.-16	PAQS	1400	773717	2016
BioPharmX Corp-16	TPND	2834	1504167	2016
DSG Global Inc.-16	Unknown	7373	1413909	2016
LUCKYCOM INC-16	Unknown	5122	1567098	2016
LUCKYCOM INC-16	Unknown	5122	1567098	2016
True Nature Holding, Inc.-16	TNTY	3669	802257	2016
Asian Development Frontier Inc.-16	Unknown	3531	1353633	2016
YUS INTERNATIONAL GROUP Ltd-16	Unknown	5990	1306035	2016
YUS INTERNATIONAL GROUP Ltd-16	Unknown	5990	1306035	2016
INNOCAP INC-16	Unknown	8742	1281845	2016
CAPSTONE FINANCIAL GROUP, INC.-16	CAPP	6199	1558432	2016
CAPSTONE FINANCIAL GROUP, INC.-16	CAPP	6199	1558432	2016
COMARCO INC-16	CMRO	3663	22252	2016
Silver Dragon Resources Inc.-16	SDRG	1040	1017290	2016
Baristas Coffee Company, Inc.-16	Unknown	5810	1586468	2016
Consumer Capital Group, Inc.-16	Unknown	5140	1439299	2016
NVE CORP /NEW/-16	NVEC	3674	724910	2016
EF Hutton America, Inc.-16	Unknown	7374	1565700	2016
EF Hutton America, Inc.-16	Unknown	7374	1565700	2016
BARRACUDA NETWORKS INC-16	CUDA	3577	1348334	2016
BARRACUDA NETWORKS INC-16	CUDA	3577	1348334	2016
INFRASTRUCTURE DEVELOPMENTS CORP.-16	IDVC	8711	1389415	2016
INFRASTRUCTURE DEVELOPMENTS CORP.-16	IDVC	8711	1389415	2016
DMH INTERNATIONAL, INC.-16	Unknown	2300	1496819	2016
MCKESSON CORP-16	MCK	5122	927653	2016
Cannabis Sativa, Inc.-16	USUN	7200	1360442	2016
JAMMIN JAVA CORP.-16	JAMN	2090	1334586	2016
JAMMIN JAVA CORP.-16	JAMN	2090	1334586	2016
APT Systems Inc-16	Unknown	8742	1543739	2016
Global Arena Holding, Inc.-16	DWMA	6211	1138724	2016
Global Arena Holding, Inc.-16	DWMA	6211	1138724	2016
CANNABIS SCIENCE, INC.-16	CBIS	2834	1024626	2016
HORIZON MINERALS CORP.-16	HZNM	3714	1526726	2016
American Fiber Green Products, Inc.-16	Unknown	3290	1009925	2016
Franchise Holdings International, Inc.-16	FNHI	7389	1096275	2016
ENERTECK CORP-16	ETCK	2890	1128353	2016
Bollente Companies Inc.-16	BOLC	3630	1429393	2016
Bollente Companies Inc.-16	BOLC	3630	1429393	2016
TRINITY CAPITAL CORP-16	Unknown	6021	99771	2016
TRINITY CAPITAL CORP-16	Unknown	6021	99771	2016
Container Store Group, Inc.-16	TCS	5700	1411688	2016
AIRGAS INC-16	ARG	5084	804212	2016
Novelis Inc.-16	NVL	3350	1304280	2016
Novelis Inc.-16	NVL	3350	1304280	2016
Virtual Learning Company, Inc.-16	Unknown	8200	1518336	2016
ENNIS, INC.-16	EBF	2761	33002	2016
ENNIS, INC.-16	EBF	2761	33002	2016
China Internet Cafe Holdings Group, Inc.-16	CICC	5960	1373846	2016
China Internet Cafe Holdings Group, Inc.-16	CICC	5960	1373846	2016
eMedia Group Inc.-16	Unknown	7372	1658433	2016
REPRO MED SYSTEMS INC-16	REPR	3841	704440	2016
PARK ELECTROCHEMICAL CORP-16	PKE	3672	76267	2016
PARK ELECTROCHEMICAL CORP-16	PKE	3672	76267	2016
GENETHERA INC-16	GTHA	2836	1017110	2016
GENETHERA INC-16	GTHA	2836	1017110	2016
MEDINA INTERNATIONAL HOLDINGS, INC.-16	Unknown	3730	1093248	2016
United Health Products, Inc.-16	UEEC	3842	1096938	2016
United Health Products, Inc.-16	UEEC	3842	1096938	2016
SUNVESTA, INC.-16	OPLM	3695	1060409	2016
AGRO CAPITAL MANAGEMENT CORP.-16	Unknown	4700	1598323	2016
Apptigo International, Inc.-16	Unknown	700	1562738	2016
Apptigo International, Inc.-16	Unknown	700	1562738	2016
Resort Savers, Inc.-16	Unknown	7990	1572384	2016
Amarantus Bioscience Holdings, Inc.-16	AMBS	2834	1424812	2016
VOXX International Corp-16	VOXX	5065	807707	2016
VOXX International Corp-16	VOXX	5065	807707	2016
Kaya Holdings, Inc.-16	Unknown	2834	1530746	2016
PLANTRONICS INC /CA/-16	PLT	3661	914025	2016
PLANTRONICS INC /CA/-16	PLT	3661	914025	2016
LIFESTYLE MEDICAL NETWORK, INC.-16	EMDH	4833	1307140	2016
VIBE WIRELESS CORP.-16	Unknown	7380	1571804	2016
VIBE WIRELESS CORP.-16	Unknown	7380	1571804	2016
Healthway Shopping Network-16	Unknown	5960	1479014	2016
Healthway Shopping Network-16	Unknown	5960	1479014	2016
Artec Global Media, Inc.-16	Unknown	7389	1561865	2016
Artec Global Media, Inc.-16	Unknown	7389	1561865	2016
Pacificorp Holdings Ltd.-16	Unknown	1000	1632053	2016
Pacificorp Holdings Ltd.-16	Unknown	1000	1632053	2016
Prestige Brands Holdings, Inc.-16	PBH	2834	1295947	2016
Prestige Brands Holdings, Inc.-16	PBH	2834	1295947	2016
ECO SCIENCE SOLUTIONS, INC.-16	Unknown	5900	1490873	2016
ECO SCIENCE SOLUTIONS, INC.-16	Unknown	5900	1490873	2016
NEUTRA CORP.-16	Unknown	2833	1512886	2016
NEUTRA CORP.-16	Unknown	2833	1512886	2016
GARB OIL & POWER CORP-16	GARB	3559	798371	2016
Rexnord Corp-16	RXN	3560	1439288	2016
TAKE TWO INTERACTIVE SOFTWARE INC-16	TTWO	7372	946581	2016
TAKE TWO INTERACTIVE SOFTWARE INC-16	TTWO	7372	946581	2016
ALPHA ENERGY INC-16	Unknown	1311	855787	2016
ALPHA ENERGY INC-16	Unknown	1311	855787	2016
APOLLO INVESTMENT CORP-16	AINV	0	1278752	2016
hhgregg, Inc.-16	HGG	5731	1396279	2016
FBEC Worldwide Inc.-16	ASDI	2080	1311735	2016
FBEC Worldwide Inc.-16	ASDI	2080	1311735	2016
EXPERIENCE ART & DESIGN, INC.-16	EXAD	3290	1514888	2016
AVX Corp-16	AVX	3670	859163	2016
EMMAUS LIFE SCIENCES, INC.-16	Unknown	6770	1420031	2016
APPLIED MICRO CIRCUITS CORP-16	AMCC	3674	711065	2016
Aquarius Cannabis Inc. /NV/-16	Unknown	2833	1624203	2016
INTEGRATED DEVICE TECHNOLOGY INC-16	IDTI	3674	703361	2016
Hemcare Health Services Inc.-16	Unknown	7200	1420368	2016
ZENOSENSE, INC.-16	BRVM	1040	1458581	2016
Majesco-16	MJCO	7372	1626853	2016
Pacific Ventures Group, Inc.-16	PACV	2080	882800	2016
NORTHSTAR ELECTRONICS INC-16	Unknown	3663	1082027	2016
XURA, INC.-16	CNSI	7389	1549872	2016
LEGG MASON, INC.-16	LM	6282	704051	2016
LEGG MASON, INC.-16	LM	6282	704051	2016
Rocky Mountain Chocolate Factory, Inc.-16	Unknown	2060	1616262	2016
FASTFUNDS FINANCIAL CORP-16	FFFC	6141	779956	2016
Gawk Inc.-16	Unknown	7370	1546392	2016
CoroWare, Inc,-16	COWI	7372	1156784	2016
INNOCOM TECHNOLOGY HOLDINGS, INC.-16	INCM	3661	1076541	2016
INNOCOM TECHNOLOGY HOLDINGS, INC.-16	INCM	3661	1076541	2016
ALPHA NETWORK ALLIANCE VENTURES INC.-16	Unknown	6770	1491829	2016
Precision Aerospace Components, Inc.-16	PAOS	5072	936446	2016
MICROCHIP TECHNOLOGY INC-16	MCHP	3674	827054	2016
MONRO MUFFLER BRAKE INC-16	MNRO	7500	876427	2016
CSS INDUSTRIES INC-16	CSS	2771	20629	2016
CSS INDUSTRIES INC-16	CSS	2771	20629	2016
Sancon Resources Recovery, Inc.-16	SRRY	4953	1288195	2016
Motors Liquidation Co-16	GM	3711	40730	2016
CIRRUS LOGIC INC-16	CRUS	3674	772406	2016
EAGLE MATERIALS INC-16	EXP	3241	918646	2016
AMERCO /NV/-16	UHAL	7510	4457	2016
AMERCO /NV/-16	UHAL	7510	4457	2016
SONO TEK CORP-16	SOTK	3690	806172	2016
InvenSense Inc-16	INVN	3674	1294924	2016
AMERICAN GREETINGS CORP-16	AM	2771	5133	2016
MODINE MANUFACTURING CO-16	MOD	3714	67347	2016
QLOGIC CORP-16	QLGC	3576	918386	2016
EVERTEC, Inc.-16	EVTC	7374	1559865	2016
BARRETT BUSINESS SERVICES INC-16	BBSI	7363	902791	2016
ABIOMED INC-16	ABMD	3841	815094	2016
RBC Bearings INC-16	ROLL	3562	1324948	2016
EDUCATIONAL DEVELOPMENT CORP-16	EDUC	5190	31667	2016
NEW RELIC, INC.-16	NEWR	7372	1448056	2016
EPLUS INC-16	PLUS	5045	1022408	2016
EPLUS INC-16	PLUS	5045	1022408	2016
TIDEWATER INC-16	TDW	4400	98222	2016
Ezy Cloud Holding Inc.-16	ACRO	7389	1497251	2016
VIDEO DISPLAY CORP-16	VIDE	3670	758743	2016
HDS INTERNATIONAL CORP.-16	HDSI	7374	1454742	2016
ACXIOM CORP-16	ACXM	7374	733269	2016
ACXIOM CORP-16	ACXM	7374	733269	2016
EXAR CORP-16	EXAR	3674	753568	2016
VIRTUSA CORP-16	VRTU	7371	1207074	2016
UNIVERSAL CORP /VA/-16	UVV	5150	102037	2016
UNIVERSAL CORP /VA/-16	UVV	5150	102037	2016
ARCTIC CAT INC-16	ACAT	3790	719866	2016
CSRA Inc.-16	Unknown	7373	1646383	2016
Daybreak Oil & Gas, Inc.-16	DBRM	1311	1164256	2016
ELECTRONIC ARTS INC.-16	EA	7372	712515	2016
ELECTRONIC ARTS INC.-16	EA	7372	712515	2016
Bristow Group Inc-16	BRS	4522	73887	2016
T-BAMM-16	Unknown	5651	1639234	2016
Tecnoglass Inc.-16	TGLS	3211	1534675	2016
Textmunication Holdings, Inc.-16	FSTWC	7372	897078	2016
NETSCOUT SYSTEMS INC-16	NTCT	7373	1078075	2016
DORIAN LPG LTD.-16	LPG	4412	1596993	2016
Baixo Relocation Services, Inc.-16	Unknown	7389	1609988	2016
MetaStat, Inc.-16	MTST	3674	1404943	2016
Qorvo, Inc.-16	Unknown	3674	1604778	2016
Steris plc-16	STE	3842	1624899	2016
ABAXIS INC-16	ABAX	3829	881890	2016
DECKERS OUTDOOR CORP-16	DECK	3021	910521	2016
DECKERS OUTDOOR CORP-16	DECK	3021	910521	2016
MULTI COLOR Corp-16	LABL	2750	819220	2016
Quotient Ltd-16	QTNT	2835	1596946	2016
AMERICAN SUPERCONDUCTOR CORP /DE/-16	AMSC	3621	880807	2016
FIRST COLOMBIA GOLD CORP.-16	FCGD	1040	1045929	2016
8X8 INC /DE/-16	EGHT	4813	1023731	2016
UNIFIED GROCERS, INC.-16	Unknown	5141	320431	2016
COLUMBUS MCKINNON CORP-16	CMCO	3531	1005229	2016
COLUMBUS MCKINNON CORP-16	CMCO	3531	1005229	2016
Gen Serv, INC.-16	Unknown	7200	1608429	2016
GRAHAM CORP-16	GHM	3560	716314	2016
Michael Kors Holdings Ltd-16	KORS	3100	1530721	2016
WORLD ACCEPTANCE CORP-16	WRLD	6141	108385	2016
WORLD ACCEPTANCE CORP-16	WRLD	6141	108385	2016
ADDENTAX GROUP CORP.-16	Unknown	7330	1650101	2016
HAEMONETICS CORP-16	HAE	3841	313143	2016
HAEMONETICS CORP-16	HAE	3841	313143	2016
JOEY NEW YORK, INC.-16	Unknown	5122	1542013	2016
TOYOTA MOTOR CREDIT CORP-16	Unknown	6141	834071	2016
Boot Barn Holdings, Inc.-16	BOOT	5661	1610250	2016
QUANTUM CORP /DE/-16	QTM	3572	709283	2016
Independent Film Development CORP-16	Unknown	6799	1425883	2016
MESA LABORATORIES INC /CO-16	MLAB	3823	724004	2016
Clean Coal Technologies Inc.-16	CCTC	1311	1445109	2016
Sancon Resources Recovery, Inc.-16	SRRY	4953	1288195	2016
Sancon Resources Recovery, Inc.-16	SRRY	4953	1288195	2016
AMERICAN INDEPENDENCE CORP-16	AMIC	6321	97196	2016
AMERICAN INDEPENDENCE CORP-16	AMIC	6321	97196	2016
DigitalTown, Inc.-16	BDCN	3570	1065598	2016
MYECHECK, INC.-16	Unknown	7389	1619558	2016
INDEPENDENCE HOLDING CO-16	IHC	6311	701869	2016
INDEPENDENCE HOLDING CO-16	IHC	6311	701869	2016
Novagen Ingenium Inc.-16	NOVZ	1000	1425173	2016
Venoco, Inc.-16	VQ	1311	1313024	2016
TESSCO TECHNOLOGIES INC-16	TESS	5065	927355	2016
WNC HOUSING TAX CREDIT FUND VI LP SERIES 10-16	Unknown	6513	1156815	2016
WNC HOUSING TAX CREDIT FUND VI LP SERIES 9-16	Unknown	6513	1156445	2016
UQM TECHNOLOGIES INC-16	UQM	3679	315449	2016
PEARTRACK SECURITY SYSTEMS, INC.-16	EGCT	7510	1379245	2016
WNC HOUSING TAX CREDIT FUND IV L P SERIES 2-16	Unknown	6513	913497	2016
WNC HOUSING TAX CREDIT FUND VI LP SERIES 7-16	Unknown	6513	1084067	2016
GIGA TRONICS INC-16	GIGA	3825	719274	2016
Clifton Bancorp Inc.-16	Unknown	6035	1592329	2016
CSW INDUSTRIALS, INC.-16	CSWI	2891	1624794	2016
Seneca Foods Corp-16	SENEA	2033	88948	2016
Seneca Foods Corp-16	SENEA	2033	88948	2016
InCapta, Inc.-16	GZFX	7841	1099234	2016
IXYS CORP /DE/-16	SYXI	3674	945699	2016
NaturalNano, Inc.-16	NNAN	3089	863895	2016
NaturalNano, Inc.-16	NNAN	3089	863895	2016
CAPSTONE TURBINE Corp-16	CPST	3510	1009759	2016
CAPSTONE TURBINE Corp-16	CPST	3510	1009759	2016
ORGANOVO HOLDINGS, INC.-16	ONVO	2836	1497253	2016
ORGANOVO HOLDINGS, INC.-16	ONVO	2836	1497253	2016
CROWN CRAFTS INC-16	CRWS	2211	25895	2016
CORVEL CORP-16	CRVL	6411	874866	2016
Sancon Resources Recovery, Inc.-16	SRRY	4953	1288195	2016
Sancon Resources Recovery, Inc.-16	SRRY	4953	1288195	2016
GSI TECHNOLOGY INC-16	GSIT	3674	1126741	2016
NATHANS FAMOUS INC-16	NATH	5812	69733	2016
Niska Gas Storage Partners LLC-16	NKA	4922	1483830	2016
Niska Gas Storage Partners LLC-16	NKA	4922	1483830	2016
CLOUD SECURITY CORP.-16	Unknown	7311	1516079	2016
CLOUD SECURITY CORP.-16	Unknown	7311	1516079	2016
MAGNA LAB INC-16	MAGLA	3845	895464	2016
PROFIRE ENERGY INC-16	PFIE	3533	1289636	2016
PROFIRE ENERGY INC-16	PFIE	3533	1289636	2016
Nemaura Medical Inc.-16	Unknown	3841	1602078	2016
Nemaura Medical Inc.-16	Unknown	3841	1602078	2016
pdvWireless, Inc.-16	Unknown	4813	1304492	2016
STRONGBOW RESOURCES INC.-16	STBR	1381	1382231	2016
Synutra International, Inc.-16	VVIN	2020	1293593	2016
Sundance Strategies, Inc.-16	JVEX	6411	1171838	2016
DOMINION MINERALS CORP-16	EMPL	1000	1402747	2016
NICHOLAS FINANCIAL INC-16	NICK	6153	1000045	2016
Discovery Energy Corp.-16	Unknown	1382	1435387	2016
Digital Turbine, Inc.-16	MNDL	6794	317788	2016
ENCISION INC-16	ECIA	3841	930775	2016
ENCISION INC-16	ECIA	3841	930775	2016
Castle Brands Inc-16	ROX	2080	1311538	2016
Castle Brands Inc-16	ROX	2080	1311538	2016
MOTORCAR PARTS AMERICA INC-16	MPAA	3714	918251	2016
MOTORCAR PARTS AMERICA INC-16	MPAA	3714	918251	2016
RIVERVIEW BANCORP INC-16	RVSB	6035	1041368	2016
RIVERVIEW BANCORP INC-16	RVSB	6035	1041368	2016
CAPITAL SOUTHWEST CORP-16	CSWC	0	17313	2016
CAPITAL SOUTHWEST CORP-16	CSWC	0	17313	2016
Honda Auto Receivables 2015-2 Owner Trust-16	Unknown	6189	1641204	2016
Honda Auto Receivables 2013-3 Owner Trust-16	Unknown	6189	1581076	2016
Honda Auto Receivables 2014-3 Owner Trust-16	Unknown	6189	1615445	2016
Honda Auto Receivables 2015-3 Owner Trust-16	Unknown	6189	1649450	2016
AMERICAN COMMERCE SOLUTIONS Inc-16	AACS	3559	949982	2016
AMERICAN COMMERCE SOLUTIONS Inc-16	AACS	3559	949982	2016
COMPUTER SCIENCES CORP-16	CSC	7373	23082	2016
Honda Auto Receivables 2013-2 Owner Trust-16	Unknown	6189	1574367	2016
Honda Auto Receivables 2013-1 Owner Trust-16	Unknown	6189	1566138	2016
Honda Auto Receivables 2014-1 Owner Trust-16	Unknown	6189	1600410	2016
Honda Auto Receivables 2015-1 Owner Trust-16	Unknown	6189	1629037	2016
Honda Auto Receivables 2014-4 Owner Trust-16	Unknown	6189	1624873	2016
Honda Auto Receivables 2015-4 Owner Trust-16	Unknown	6189	1654280	2016
E-WASTE CORP.-16	Unknown	4953	1543066	2016
Loop Industries, Inc.-16	Unknown	4813	1504678	2016
Loop Industries, Inc.-16	Unknown	4813	1504678	2016
ON THE MOVE SYSTEMS CORP.-16	Unknown	3714	1498148	2016
AeroGrow International, Inc.-16	AERO	5200	1316644	2016
Honda Auto Receivables 2014-2 Owner Trust-16	Unknown	6189	1607749	2016
ELITE PHARMACEUTICALS INC /NV/-16	ELTP	2834	1053369	2016
Honda Auto Receivables 2016-1 Owner Trust-16	Unknown	6189	1664248	2016
SEYCHELLE ENVIRONMENTAL TECHNOLOGIES INC /CA-16	SYEV	3560	1056757	2016
Honda Auto Receivables 2013-4 Owner Trust-16	Unknown	6189	1589644	2016
Rand Logistics, Inc.-16	RLOG	4400	1294250	2016
GYROTRON TECHNOLOGY INC-16	Unknown	3690	1369795	2016
Ultimate Products CORP-16	Unknown	5031	1438095	2016
THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.-16	TSOI	3841	1419051	2016
Blox, Inc.-16	BLXX	4911	1428389	2016
Rockdale Resources Corp-16	BBLS	1311	1368637	2016
AMERICAS CARMART INC-16	CRMT	5500	799850	2016
GREEN ENVIROTECH HOLDINGS CORP.-16	GETH	3089	1428765	2016
H&R BLOCK INC-16	HRB	7200	12659	2016
FCCC INC-16	FCIC	6770	730669	2016
PowerMedChairs-16	Unknown	3842	1575659	2016
AMERICAN TAX CREDIT TRUST SERIES I-16	XXBNB	6513	897315	2016
Bazaarvoice Inc-16	BV	7372	1330421	2016
TRANSCAT INC-16	TRNS	3825	99302	2016
1PM Industries-16	TREN	2000	859747	2016
ITERIS, INC.-16	ITI	3669	350868	2016
AMERICAN TAX CREDIT PROPERTIES III LP-16	XXBNA	6513	856135	2016
Uni Line Corp.-16	Unknown	5810	1605810	2016
DAKTRONICS INC /SD/-16	DAKT	3990	915779	2016
LA-Z-BOY INC-16	LZB	2510	57131	2016
ISLE OF CAPRI CASINOS INC-16	ISLE	7011	863015	2016
AMERICAN TAX CREDIT PROPERTIES II L P-16	XXAAO	6513	842314	2016
Biotech Products Services & Research, Inc.-16	Unknown	3790	1557376	2016
ORACLE CORP-16	ORCL	7372	1341439	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
AMERICAN INTERNATIONAL HOLDINGS CORP.-16	UCCD	1389	1300524	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
E DIGITAL CORP-16	EDIG	3674	886328	2016
BOSTON CAPITAL TAX CREDIT FUND II LTD PARTNERSHIP-16	Unknown	6513	853566	2016
Monaker Group, Inc.-16	MXEX	7310	1372183	2016
BOSTON CAPITAL TAX CREDIT FUND III L P-16	Unknown	6513	879555	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
BARNES & NOBLE INC-16	BKS	5940	890491	2016
BARNES & NOBLE INC-16	BKS	5940	890491	2016
BOSTON CAPITAL TAX CREDIT FUND V LP-16	Unknown	6513	1267425	2016
BOSTON CAPITAL TAX CREDIT FUND V LP-16	Unknown	6513	1267425	2016
AMERICAN HONDA FINANCE CORP-16	Unknown	6141	864270	2016
BOSTON CAPITAL TAX CREDIT FUND IV LP-16	Unknown	6513	913778	2016
BOSTON CAPITAL TAX CREDIT FUND IV LP-16	Unknown	6513	913778	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
Macquarie Leasing Pty Ltd-16	Unknown	6189	1549785	2016
HOULIHAN LOKEY, INC.-16	HLI	6282	1302215	2016
Makkanotti Group Corp.-16	Unknown	2673	1643301	2016
VistaGen Therapeutics, Inc.-16	VSTA	2834	1411685	2016
Asia Training Institute, Inc.-16	Unknown	5960	1617431	2016
Eason Education Kingdom Holdings, Inc.-16	Unknown	8741	1132509	2016
Stevia First Corp.-16	LDMID	8731	1438943	2016
SALON MEDIA GROUP INC-16	SALN	7310	1084332	2016
COMMAND SECURITY CORP-16	MOC	7381	864509	2016
MEDCAREERS GROUP, Inc.-16	Unknown	7389	1438901	2016
Force Protection Video Equipment Corp.-16	Unknown	5990	1518720	2016
AdvanSource Biomaterials Corp-16	ASNB	3841	1011060	2016
Nissan Auto Lease Trust 2014-A-16	Unknown	6189	1609434	2016
KORN FERRY INTERNATIONAL-16	KFY	7361	56679	2016
ZD VENTURES Corp-16	Unknown	1000	1334589	2016
Medtronic plc-16	Unknown	3845	1613103	2016
Medtronic plc-16	Unknown	3845	1613103	2016
TECHPRECISION CORP-16	Unknown	3440	1328792	2016
Nissan Auto Lease Trust 2015-B-16	Unknown	6189	1656742	2016
JRjr33, Inc.-16	CVSL	5960	1403085	2016
JRjr33, Inc.-16	CVSL	5960	1403085	2016
Sugar Creek Financial Corp./MD/-16	Unknown	6035	1592407	2016
Nissan Auto Lease Trust 2014-B-16	Unknown	6189	1621364	2016
TOA Distribution Systems Inc.-16	Unknown	1000	1445541	2016
Nissan Auto Lease Trust 2015-A-16	Unknown	6189	1643660	2016
North Texas Energy, Inc.-16	Unknown	1311	1514994	2016
NISSAN MASTER OWNER TRUST RECEIVABLES-16	Unknown	6189	1236424	2016
Black River Petroleum Corp.-16	Unknown	1381	1479000	2016
Black River Petroleum Corp.-16	Unknown	1381	1479000	2016
HELIUS MEDICAL TECHNOLOGIES, INC.-16	Unknown	3845	1610853	2016
Nissan Auto Receivables 2014-A Owner Trust-16	Unknown	6189	1598908	2016
Nissan Auto Receivables 2015-A Owner Trust-16	Unknown	6189	1633532	2016
AeroVironment Inc-16	AVAV	3721	1368622	2016
TEL INSTRUMENT ELECTRONICS CORP-16	TIK	3670	96885	2016
Media Analytics Corp-16	FSPT	7372	1518171	2016
China YCT International Group, Inc.-16	CYIG	2834	847464	2016
AETHLON MEDICAL INC-16	AEMD	3826	882291	2016
KYTO BIOPHARMA INC-16	KBPH	2834	1164888	2016
SINGING MACHINE CO INC-16	SMD	3652	923601	2016
FRIEDMAN INDUSTRIES INC-16	FRD	3310	39092	2016
XPLORE TECHNOLOGIES CORP-16	XLRT	3570	1177845	2016
INDEPENDENCE TAX CREDIT PLUS L P II-16	Unknown	6500	907045	2016
INDEPENDENCE TAX CREDIT PLUS LP IV-16	Unknown	6500	940329	2016
Intellisense Solutions Inc.-16	Unknown	7370	1577445	2016
eBullion, Inc.-16	Unknown	6221	1573766	2016
Simlatus Corp-16	GRPR	1040	1399306	2016
Truli Media Group, Inc.-16	TRLI	3559	1462223	2016
Delanco Bancorp, Inc.-16	DLNO	6035	1577603	2016
EMERSON RADIO CORP-16	MSN	3651	32621	2016
REMEDENT, INC.-16	REMI	3843	1078037	2016
AIR T INC-16	AIRT	4513	353184	2016
Palayan Resources, Inc.-16	Unknown	1040	1612851	2016
Hamilton Bancorp, Inc.-16	HBK	6035	1551739	2016
Barnes & Noble Education, Inc.-16	Unknown	5940	1634117	2016
Nissan Auto Receivables 2015-C Owner Trust-16	Unknown	6189	1653959	2016
Nissan Auto Receivables 2016-A Owner Trust-16	Unknown	6189	1660703	2016
Nissan Auto Receivables 2012-B Owner Trust-16	Unknown	6189	1553992	2016
Indo Global Exchange(s) Pte, Ltd.-16	CLRV	6200	1442853	2016
DAKOTA TERRITORY RESOURCE CORP-16	DTRC	1000	1182737	2016
Nissan Auto Receivables 2013-C Owner Trust-16	Unknown	6189	1592781	2016
Nissan Auto Receivables 2015-B Owner Trust-16	Unknown	6189	1647254	2016
Nissan Auto Receivables 2013-B Owner Trust-16	Unknown	6189	1579068	2016
MITU Resources Inc.-16	Unknown	1040	1609880	2016
AMERICAN MEDIA INC-16	Unknown	2711	880555	2016
INVESTORS REAL ESTATE TRUST-16	IRET	6798	798359	2016
AMERICAN WOODMARK CORP-16	AMWD	2430	794619	2016
Nissan Auto Receivables 2013-A Owner Trust-16	Unknown	6189	1564053	2016
Akoustis Technologies, Inc.-16	Unknown	3661	1584754	2016
Nissan Auto Receivables 2014-B Owner Trust-16	Unknown	6189	1622463	2016
Apollo Medical Holdings, Inc.-16	AMEH	8742	1083446	2016
WILEY JOHN & SONS, INC.-16	JWA	2731	107140	2016
PATTERSON COMPANIES, INC.-16	PDCO	5047	891024	2016
TOROTEL INC-16	TTLO	3677	98752	2016
Plandai Biotechnology, Inc.-16	PLPL	2834	1317880	2016
GENERAL MILLS INC-16	GIS	2040	40704	2016
Devago, Inc.-16	Unknown	7371	1627611	2016
Devago, Inc.-16	Unknown	7371	1627611	2016
DETERMINE, INC.-16	SLTC	7372	1090908	2016
DETERMINE, INC.-16	SLTC	7372	1090908	2016
ENXNET INC-16	EXNT	1311	1083706	2016
Algae Dynamics Corp.-16	Unknown	2833	1607679	2016
Asia Travel Corp-16	PNHV	7011	1027235	2016
Strainwise, Inc.-16	Unknown	8742	1400683	2016
Strainwise, Inc.-16	Unknown	8742	1400683	2016
TRANS ENERGY INC-16	TENG	1311	919721	2016
IEH CORPORATION-16	IEHC	3678	50292	2016
PFO Global, Inc.-16	Unknown	3669	1456455	2016
